"sign_ups","version","visit"
0,"A",21012
0,"A",58040
0,"A",86670
0,"A",29044
1,"A",33497
0,"A",28714
0,"A",19321
0,"A",64624
0,"A",82367
0,"A",91627
0,"A",90110
0,"A",56916
0,"A",36371
0,"A",91711
0,"A",38462
0,"A",31448
0,"A",21292
0,"A",42588
0,"A",29166
0,"A",2230
0,"A",76572
0,"A",39757
0,"A",2083
0,"A",88978
0,"A",17507
0,"A",781
0,"A",28437
0,"A",86262
0,"A",9436
0,"A",88690
0,"A",36215
0,"A",82807
0,"A",49768
0,"A",48021
0,"A",45433
0,"A",55057
0,"A",35274
1,"A",76217
0,"A",51133
0,"A",41793
0,"A",667
0,"A",2590
0,"A",96791
0,"A",23309
0,"A",71581
0,"A",66980
0,"A",47741
0,"A",83198
0,"A",82462
0,"A",32123
0,"A",28866
0,"A",87766
0,"A",49310
0,"A",65106
0,"A",19845
0,"A",36085
0,"A",45409
0,"A",65644
0,"A",79319
0,"A",42671
0,"A",66456
1,"A",3567
0,"A",72903
0,"A",83177
0,"A",92463
0,"A",29334
1,"A",56305
0,"A",95835
0,"A",44730
0,"A",90950
0,"A",1242
0,"A",59704
0,"A",72047
0,"A",82325
0,"A",59971
0,"A",85964
0,"A",53274
0,"A",68389
0,"A",69745
0,"A",52940
0,"A",35339
0,"A",62248
0,"A",74855
0,"A",43659
0,"A",60332
0,"A",34283
0,"A",82688
0,"A",61248
1,"A",49768
0,"A",33050
0,"A",59182
0,"A",60193
0,"A",34622
0,"A",74365
0,"A",24828
0,"A",47922
0,"A",4662
0,"A",1868
0,"A",51757
0,"A",59329
0,"A",22521
0,"A",26872
0,"A",39547
0,"A",16139
0,"A",96674
0,"A",72598
0,"A",92824
0,"A",63595
0,"A",37920
0,"A",49750
0,"A",10064
0,"A",50183
0,"A",38001
0,"A",36183
0,"A",55114
0,"A",65872
0,"A",56788
0,"A",45055
0,"A",99457
0,"A",79558
0,"A",56450
0,"A",9367
0,"A",8961
0,"A",94617
0,"A",22933
0,"A",19365
0,"A",3159
0,"A",37599
0,"A",34709
0,"A",81855
0,"A",60582
0,"A",47195
0,"A",8778
0,"A",56877
0,"A",80939
0,"A",369
0,"A",98004
0,"A",28489
0,"A",38958
0,"A",36059
0,"A",67230
0,"A",39975
0,"A",64439
0,"A",7609
0,"A",25416
0,"A",88393
0,"A",58122
0,"A",19285
0,"A",26199
0,"A",60449
0,"A",19315
0,"A",82279
0,"A",26989
0,"A",25432
0,"A",53334
0,"A",20031
0,"A",20903
0,"A",61415
0,"A",30830
0,"A",87592
0,"A",56271
0,"A",68539
0,"A",98234
0,"A",25448
0,"A",34090
0,"A",23598
0,"A",69525
0,"A",26065
0,"A",90939
0,"A",88268
0,"A",13917
0,"A",96337
0,"A",37526
0,"A",36817
0,"A",7320
0,"A",43908
0,"A",18098
0,"A",37794
0,"A",82254
1,"A",67424
0,"A",97146
0,"A",92929
0,"A",59981
1,"A",94831
0,"A",42964
0,"A",53087
0,"A",95292
0,"A",67498
0,"A",80175
0,"A",49293
0,"A",71041
0,"A",6886
0,"A",13893
0,"A",30411
0,"A",51426
0,"A",31536
0,"A",58803
0,"A",20260
0,"A",9253
0,"A",38369
1,"A",8664
0,"A",95758
0,"A",77674
0,"A",59483
0,"A",77939
0,"A",37684
0,"A",56315
0,"A",97317
0,"A",10214
0,"A",38949
0,"A",42999
0,"A",84679
0,"A",37593
0,"A",30186
0,"A",61578
0,"A",80346
0,"A",82659
0,"A",76356
0,"A",67407
0,"A",95249
0,"A",91872
1,"A",51682
0,"A",72712
0,"A",17551
0,"A",40710
0,"A",66657
0,"A",43087
0,"A",95922
0,"A",15339
0,"A",36547
0,"A",5023
0,"A",49568
0,"A",16926
0,"A",74075
0,"A",19914
0,"A",59035
0,"A",81787
0,"A",98996
0,"A",81552
0,"A",27755
0,"A",57871
0,"A",97571
0,"A",88529
0,"A",72487
1,"A",43473
0,"A",25019
0,"A",33929
0,"A",92535
0,"A",53607
1,"A",58101
0,"A",1456
0,"A",62366
0,"A",43712
0,"A",49811
1,"A",6120
0,"A",92079
0,"A",66201
0,"A",17865
0,"A",78819
0,"A",22377
0,"A",73442
0,"A",97284
0,"A",89740
0,"A",96341
0,"A",6828
0,"A",54862
0,"A",93126
0,"A",81696
0,"A",27348
0,"A",13130
0,"A",66498
0,"A",56055
0,"A",37429
0,"A",36976
1,"A",20433
0,"A",64904
0,"A",28700
0,"A",33765
0,"A",2307
1,"A",90532
0,"A",70639
0,"A",12558
0,"A",46509
0,"A",43385
0,"A",35538
0,"A",46535
0,"A",62139
0,"A",97586
0,"A",19638
0,"A",92929
0,"A",1965
0,"A",3346
0,"A",68922
0,"A",89162
0,"A",60733
0,"A",85938
0,"A",21130
1,"A",97384
0,"A",78676
0,"A",69274
0,"A",23098
0,"A",68620
0,"A",47606
0,"A",50615
0,"A",98177
1,"A",96139
0,"A",11109
0,"A",68564
0,"A",35281
0,"A",53527
0,"A",34219
0,"A",97283
0,"A",16707
0,"A",25378
0,"A",3692
0,"A",83797
0,"A",72812
0,"A",9920
0,"A",27701
0,"A",25578
0,"A",73343
0,"A",24475
0,"A",75915
0,"A",37339
0,"A",94763
0,"A",61203
0,"A",61128
0,"A",74940
0,"A",20052
0,"A",98798
0,"A",74724
0,"A",62407
0,"A",43528
0,"A",21978
1,"A",70705
0,"A",82513
0,"A",81719
0,"A",52699
0,"A",70551
0,"A",88764
0,"A",54711
0,"A",34612
0,"A",86688
0,"A",39425
0,"A",86937
0,"A",19545
0,"A",50181
0,"A",65070
0,"A",78850
0,"A",50130
0,"A",35143
0,"A",1364
0,"A",82478
0,"A",91165
0,"A",25350
0,"A",54343
0,"A",78147
0,"A",38535
0,"A",19620
0,"A",31083
0,"A",63239
0,"A",90808
0,"A",68488
0,"A",17972
0,"A",27545
0,"A",28641
0,"A",8181
0,"A",99047
0,"A",11089
0,"A",76557
0,"A",12146
0,"A",3030
0,"A",37240
0,"A",17220
1,"A",4724
0,"A",52859
0,"A",35169
0,"A",39224
0,"A",94180
0,"A",20777
0,"A",82158
0,"A",20157
1,"A",17371
0,"A",78615
0,"A",68579
0,"A",22066
0,"A",54009
0,"A",96448
0,"A",65691
0,"A",50300
0,"A",56448
0,"A",66768
0,"A",80014
0,"A",91239
0,"A",17788
0,"A",11682
0,"A",56428
0,"A",51884
0,"A",937
0,"A",71550
0,"A",23602
1,"A",69684
0,"A",88580
0,"A",49243
0,"A",39238
0,"A",73689
0,"A",21071
0,"A",121
0,"A",1499
0,"A",42402
0,"A",52215
0,"A",39318
0,"A",95168
0,"A",61661
0,"A",44090
0,"A",66011
1,"A",92747
0,"A",30873
0,"A",37922
0,"A",79940
0,"A",23231
0,"A",95730
0,"A",6753
0,"A",98516
0,"A",29544
0,"A",18606
0,"A",18127
0,"A",40671
0,"A",8865
0,"A",49279
0,"A",35309
0,"A",33624
0,"A",95997
0,"A",40315
0,"A",61813
0,"A",80296
0,"A",74302
0,"A",34100
0,"A",95849
0,"A",56079
0,"A",83517
0,"A",6990
0,"A",62281
1,"A",82754
0,"A",66065
0,"A",90955
0,"A",94268
0,"A",35251
0,"A",3774
0,"A",62044
0,"A",93438
0,"A",32358
0,"A",34564
0,"A",44674
0,"A",94841
0,"A",72309
0,"A",98082
0,"A",76891
0,"A",22316
0,"A",38812
0,"A",81804
0,"A",80943
1,"A",15337
0,"A",19520
0,"A",65711
0,"A",72233
0,"A",7091
0,"A",35751
0,"A",59612
0,"A",57426
0,"A",10246
0,"A",43517
0,"A",61381
0,"A",97062
0,"A",72543
0,"A",83503
0,"A",66069
0,"A",64944
0,"A",11765
0,"A",12006
0,"A",80891
0,"A",35533
0,"A",23762
0,"A",19089
0,"A",49541
0,"A",56657
0,"A",97460
0,"A",72717
0,"A",54670
0,"A",29725
0,"A",93815
0,"A",70141
0,"A",47986
0,"A",17195
0,"A",50708
0,"A",3798
0,"A",44786
0,"A",82870
0,"A",42992
0,"A",50266
0,"A",95517
0,"A",20584
0,"A",68968
0,"A",74636
0,"A",82560
0,"A",54138
0,"A",3541
0,"A",84913
0,"A",29761
0,"A",22576
0,"A",55814
0,"A",36764
0,"A",72344
0,"A",79618
0,"A",52777
0,"A",77780
1,"A",61824
0,"A",4963
0,"A",57968
0,"A",48797
0,"A",42875
0,"A",62056
0,"A",84101
0,"A",5782
0,"A",49673
0,"A",20646
0,"A",32124
0,"A",67575
0,"A",79021
0,"A",54102
0,"A",71660
0,"A",29592
0,"A",13810
0,"A",65244
0,"A",87425
0,"A",44215
0,"A",16532
0,"A",17338
1,"A",10673
0,"A",25208
0,"A",29126
0,"A",16983
0,"A",99330
0,"A",75270
0,"A",69562
0,"A",57540
0,"A",35237
0,"A",40428
0,"A",40028
0,"A",88341
0,"A",77825
0,"A",87673
0,"A",1109
1,"A",91668
0,"A",3012
0,"A",90136
0,"A",31743
0,"A",75851
0,"A",16753
0,"A",38372
0,"A",88596
0,"A",47778
0,"A",36673
0,"A",44875
0,"A",33453
0,"A",41060
0,"A",62467
0,"A",51526
0,"A",29438
0,"A",76143
1,"A",39376
0,"A",46287
0,"A",25226
0,"A",78071
0,"A",22886
1,"A",54634
0,"A",93680
1,"A",15204
1,"A",67758
0,"A",58700
0,"A",84688
0,"A",80395
0,"A",53668
0,"A",31250
0,"A",60292
1,"A",10365
0,"A",78552
0,"A",76497
0,"A",69091
0,"A",92674
0,"A",31383
0,"A",11048
0,"A",61172
0,"A",79155
0,"A",44244
0,"A",23576
0,"A",18157
0,"A",20602
0,"A",16115
0,"A",47248
0,"A",33009
0,"A",71325
0,"A",30945
0,"A",14496
0,"A",5259
0,"A",80347
0,"A",14844
0,"A",25914
0,"A",1760
0,"A",98161
0,"A",88968
0,"A",31575
0,"A",46676
0,"A",61740
0,"A",24387
0,"A",4808
0,"A",85604
0,"A",7712
0,"A",72191
0,"A",82510
0,"A",12758
1,"A",92013
0,"A",13392
0,"A",63991
0,"A",42763
0,"A",20609
0,"A",8730
0,"A",64254
0,"A",97255
0,"A",11138
0,"A",42657
0,"A",70386
0,"A",29186
1,"A",7684
0,"A",85222
0,"A",41216
0,"A",87640
0,"A",40997
0,"A",61025
0,"A",76314
0,"A",93474
0,"A",58651
0,"A",57500
0,"A",56776
0,"A",63571
0,"A",17801
0,"A",32585
0,"A",49013
0,"A",40476
0,"A",322
0,"A",9161
0,"A",44030
0,"A",85420
0,"A",80007
0,"A",38299
1,"A",55933
0,"A",65962
0,"A",73309
0,"A",72444
0,"A",39680
0,"A",45584
0,"A",51678
0,"A",67241
0,"A",1579
0,"A",43372
0,"A",26072
0,"A",72107
0,"A",54803
0,"A",73610
0,"A",96279
0,"A",63844
0,"A",81934
0,"A",87271
1,"A",40674
0,"A",46228
0,"A",35683
0,"A",55606
0,"A",60866
0,"A",33076
0,"A",23635
0,"A",69529
0,"A",18177
0,"A",41106
0,"A",14504
0,"A",35300
0,"A",58918
0,"A",87842
1,"A",36458
0,"A",86387
0,"A",83381
0,"A",64723
0,"A",1203
0,"A",14895
0,"A",54112
1,"A",36566
0,"A",68427
0,"A",93449
0,"A",516
0,"A",31275
0,"A",31914
0,"A",23766
0,"A",50710
0,"A",94948
0,"A",60261
0,"A",99165
0,"A",89770
0,"A",23822
0,"A",11888
0,"A",71591
0,"A",59423
0,"A",24765
0,"A",37365
0,"A",4565
0,"A",70785
0,"A",73154
0,"A",45449
0,"A",52643
0,"A",49443
0,"A",18915
0,"A",10101
0,"A",9733
0,"A",10385
0,"A",70747
0,"A",23656
0,"A",4421
0,"A",40514
0,"A",77065
0,"A",5457
0,"A",49982
0,"A",55710
0,"A",83040
0,"A",69899
0,"A",8034
0,"A",46171
0,"A",17197
0,"A",22102
0,"A",47699
0,"A",34767
0,"A",84851
0,"A",92696
0,"A",79915
0,"A",129
0,"A",29575
0,"A",45342
0,"A",25050
0,"A",26174
0,"A",43380
0,"A",51480
0,"A",77791
0,"A",54048
0,"A",58488
0,"A",50554
0,"A",79392
0,"A",92230
0,"A",99009
0,"A",76096
0,"A",57781
0,"A",93551
0,"A",87101
0,"A",60902
0,"A",20106
0,"A",56205
0,"A",14709
0,"A",61496
0,"A",58661
0,"A",8758
0,"A",11836
0,"A",88993
0,"A",2368
0,"A",98416
0,"A",2752
0,"A",46703
0,"A",16935
0,"A",20939
0,"A",82192
1,"A",17717
0,"A",98496
0,"A",39869
0,"A",75766
0,"A",88664
0,"A",33913
0,"A",8694
0,"A",81417
0,"A",40506
0,"A",48619
0,"A",95247
1,"A",12678
0,"A",19395
0,"A",4157
0,"A",45975
0,"A",49206
0,"A",3786
0,"A",39253
0,"A",37319
0,"A",19986
0,"A",29379
0,"A",40210
0,"A",74708
0,"A",88149
0,"A",97913
0,"A",9248
0,"A",64284
0,"A",83433
1,"A",67831
0,"A",27132
0,"A",71505
0,"A",88810
0,"A",36523
0,"A",12468
0,"A",45553
0,"A",50566
0,"A",24791
1,"A",80277
0,"A",47611
0,"A",56634
0,"A",29602
0,"A",54931
0,"A",46980
0,"A",85637
0,"A",50842
0,"A",67641
0,"A",95347
0,"A",69086
0,"A",27040
0,"A",19584
0,"A",83653
0,"A",80260
0,"A",67899
0,"A",69588
0,"A",38199
0,"A",25432
1,"A",6679
0,"A",13912
0,"A",17519
0,"A",70993
0,"A",17834
0,"A",55770
0,"A",74171
0,"A",67540
0,"A",8181
0,"A",31624
0,"A",91178
0,"A",98719
0,"A",63912
0,"A",60363
0,"A",98315
0,"A",53249
0,"A",70873
0,"A",3565
0,"A",50196
0,"A",49642
0,"A",5797
0,"A",2653
0,"A",55945
0,"A",52077
0,"A",13461
0,"A",99831
0,"A",85567
0,"A",67492
0,"A",58414
0,"A",22784
0,"A",17807
0,"A",90439
0,"A",53710
0,"A",47947
0,"A",42739
0,"A",14551
0,"A",57364
0,"A",30190
0,"A",47886
0,"A",83156
0,"A",92194
0,"A",4700
0,"A",82509
0,"A",79674
0,"A",19263
0,"A",98621
1,"A",2114
0,"A",8729
0,"A",27905
0,"A",94159
1,"A",39446
0,"A",88422
0,"A",2597
0,"A",18488
1,"A",24495
0,"A",59943
0,"A",39243
0,"A",63739
0,"A",50881
0,"A",87074
0,"A",17396
0,"A",55037
0,"A",75315
0,"A",54802
0,"A",29817
0,"A",58371
0,"A",41563
0,"A",85555
0,"A",64756
0,"A",41602
0,"A",49616
0,"A",3185
0,"A",73790
0,"A",8889
0,"A",39750
0,"A",1493
0,"A",61871
1,"A",3025
0,"A",84216
0,"A",61159
0,"A",1444
0,"A",34268
0,"A",94798
0,"A",53138
0,"A",4469
1,"A",72998
0,"A",12974
0,"A",95224
0,"A",18160
0,"A",71944
0,"A",30493
0,"A",76806
0,"A",55745
0,"A",44642
0,"A",58173
1,"A",60964
0,"A",846
0,"A",16127
0,"A",63013
0,"A",57780
0,"A",9785
0,"A",55031
0,"A",22986
0,"A",57822
0,"A",58888
0,"A",8839
0,"A",51856
0,"A",36737
0,"A",10668
0,"A",36222
0,"A",57937
0,"A",97953
0,"A",12242
0,"A",29572
0,"A",92830
0,"A",21518
0,"A",96495
0,"A",49305
1,"A",25833
0,"A",2786
0,"A",28640
0,"A",23038
0,"A",38376
0,"A",24020
0,"A",14572
0,"A",92690
0,"A",22136
0,"A",96555
0,"A",27110
0,"A",20446
1,"A",38082
0,"A",93090
0,"A",87402
0,"A",75395
0,"A",44447
0,"A",48834
0,"A",19894
0,"A",67498
0,"A",1682
0,"A",82255
0,"A",63570
0,"A",77725
0,"A",76231
0,"A",64082
0,"A",25688
0,"A",37336
0,"A",53503
0,"A",80062
0,"A",88882
0,"A",9090
0,"A",94641
0,"A",26942
0,"A",15074
0,"A",95268
0,"A",30317
0,"A",97408
0,"A",94047
0,"A",32334
0,"A",77847
0,"A",27183
0,"A",64649
0,"A",75718
0,"A",20572
0,"A",89540
0,"A",90716
0,"A",33141
0,"A",15977
0,"A",12213
0,"A",67846
0,"A",202
0,"A",35051
0,"A",62341
0,"A",24678
0,"A",3947
0,"A",14952
0,"A",29634
0,"A",80435
0,"A",90711
0,"A",30367
0,"A",73320
0,"A",3759
0,"A",5476
0,"A",24070
0,"A",87195
1,"A",41085
0,"A",45237
0,"A",46420
0,"A",19767
0,"A",51592
0,"A",12840
0,"A",60473
0,"A",40359
0,"A",74980
1,"A",9355
0,"A",39816
0,"A",86580
0,"A",64686
0,"A",66880
0,"A",86276
0,"A",16045
0,"A",37759
0,"A",79476
0,"A",56298
0,"A",64599
0,"A",28707
0,"A",18236
0,"A",15374
0,"A",12875
0,"A",72142
0,"A",98858
0,"A",51511
0,"A",91785
0,"A",22775
0,"A",73583
0,"A",90856
0,"A",32000
0,"A",63717
0,"A",38489
0,"A",13266
0,"A",75651
0,"A",12968
0,"A",24395
0,"A",59254
0,"A",16637
0,"A",82333
1,"A",51969
0,"A",67540
0,"A",94210
0,"A",48458
0,"A",85740
0,"A",8517
1,"A",34876
0,"A",84218
0,"A",32199
0,"A",15314
0,"A",38744
0,"A",50801
0,"A",86076
0,"A",48148
0,"A",22952
0,"A",69954
0,"A",19253
0,"A",31793
0,"A",96291
0,"A",53436
0,"A",73186
0,"A",22647
0,"A",44265
0,"A",43149
0,"A",35956
0,"A",7539
0,"A",58718
0,"A",72035
0,"A",79927
0,"A",88136
0,"A",53507
0,"A",42158
0,"A",33448
0,"A",83429
0,"A",97986
1,"A",80655
0,"A",37814
1,"A",85119
0,"A",66957
0,"A",78537
0,"A",90451
0,"A",70215
0,"A",98289
0,"A",48551
0,"A",35786
0,"A",48889
0,"A",64058
0,"A",82741
0,"A",9012
0,"A",2678
0,"A",59466
0,"A",1048
0,"A",95429
0,"A",40582
0,"A",45596
0,"A",16129
0,"A",38531
0,"A",17907
0,"A",92907
0,"A",14080
0,"A",15384
0,"A",9970
0,"A",9026
0,"A",40312
0,"A",46173
0,"A",820
0,"A",66010
0,"A",19404
0,"A",52165
0,"A",21473
0,"A",43531
0,"A",83594
0,"A",24827
0,"A",19848
0,"A",24251
0,"A",73454
0,"A",29798
0,"A",47639
0,"A",16885
1,"A",52152
0,"A",20571
0,"A",14298
0,"A",74310
0,"A",61687
0,"A",58304
0,"A",67437
0,"A",79060
0,"A",65771
0,"A",10462
0,"A",34279
0,"A",8961
0,"A",24888
0,"A",98663
0,"A",17577
0,"A",6605
0,"A",54699
0,"A",10563
0,"A",10610
0,"A",21968
0,"A",39609
0,"A",90990
0,"A",53180
0,"A",23756
0,"A",1971
1,"A",86410
0,"A",11624
0,"A",21254
0,"A",5138
0,"A",78806
0,"A",8908
0,"A",98457
0,"A",98297
0,"A",87093
0,"A",8083
0,"A",72686
0,"A",79536
0,"A",56241
0,"A",99242
0,"A",35211
0,"A",97509
0,"A",50529
0,"A",59348
0,"A",11123
0,"A",33898
0,"A",53325
0,"A",84744
0,"A",22988
0,"A",64030
0,"A",9609
1,"A",4344
0,"A",45945
0,"A",18044
0,"A",48271
1,"A",56606
0,"A",61134
0,"A",82369
0,"A",38368
0,"A",28197
0,"A",79049
0,"A",22377
0,"A",12835
0,"A",60308
0,"A",26568
0,"A",45083
1,"A",10599
0,"A",69215
0,"A",83073
0,"A",92539
0,"A",70388
0,"A",97116
0,"A",82058
0,"A",43784
0,"A",35118
0,"A",41667
0,"A",82667
0,"A",24791
0,"A",10526
0,"A",60881
0,"A",36180
0,"A",36480
0,"A",8276
0,"A",63819
0,"A",94016
0,"A",2308
0,"A",12027
0,"A",70220
0,"A",98728
0,"A",95267
1,"A",25519
0,"A",80765
1,"A",4408
0,"A",46714
0,"A",78452
0,"A",88225
1,"A",58669
0,"A",18542
0,"A",64322
0,"A",74472
0,"A",41281
0,"A",26890
0,"A",59013
1,"A",66474
0,"A",86712
0,"A",79031
0,"A",98673
0,"A",19203
0,"A",4510
0,"A",37437
0,"A",7013
0,"A",12120
0,"A",90985
0,"A",52834
0,"A",78014
0,"A",71791
0,"A",56507
0,"A",50035
0,"A",54642
0,"A",78228
0,"A",76253
0,"A",31537
0,"A",54331
0,"A",81079
0,"A",82261
0,"A",86385
0,"A",12203
0,"A",93037
0,"A",39976
0,"A",22773
0,"A",10373
0,"A",54487
0,"A",8866
0,"A",84752
0,"A",49483
0,"A",71883
0,"A",46705
0,"A",79620
0,"A",36557
0,"A",53537
0,"A",46617
0,"A",96400
0,"A",83201
0,"A",26653
0,"A",28659
0,"A",19430
0,"A",66503
0,"A",67418
0,"A",80210
0,"A",41522
0,"A",89239
0,"A",68357
0,"A",30096
0,"A",60772
0,"A",16859
0,"A",44354
0,"A",84041
0,"A",87662
0,"A",82002
0,"A",8751
0,"A",43195
0,"A",28489
0,"A",56900
0,"A",23527
0,"A",97267
0,"A",87643
1,"A",32680
0,"A",38364
0,"A",89575
0,"A",81148
0,"A",12
0,"A",44886
0,"A",92859
0,"A",51603
0,"A",98964
0,"A",25712
0,"A",64415
0,"A",34595
0,"A",82564
0,"A",5635
0,"A",70283
0,"A",55277
0,"A",76333
1,"A",32159
1,"A",61915
0,"A",89594
0,"A",46204
0,"A",61540
0,"A",59202
0,"A",56173
0,"A",6755
0,"A",12297
0,"A",63787
0,"A",36768
0,"A",40018
0,"A",51707
0,"A",84605
0,"A",43697
0,"A",44200
0,"A",84636
0,"A",96605
0,"A",36813
0,"A",87567
0,"A",12450
0,"A",72164
0,"A",11928
1,"A",99744
0,"A",22973
0,"A",68956
0,"A",32043
0,"A",33913
1,"A",71344
0,"A",38131
0,"A",52968
0,"A",90040
0,"A",21656
0,"A",95399
0,"A",21296
0,"A",47919
0,"A",35358
0,"A",53612
0,"A",75985
0,"A",78148
0,"A",10819
0,"A",33119
0,"A",32204
0,"A",43741
0,"A",74205
0,"A",12292
0,"A",46329
0,"A",56444
0,"A",79429
0,"A",56728
0,"A",13187
0,"A",32147
0,"A",49354
0,"A",40880
0,"A",86518
0,"A",51847
0,"A",31622
0,"A",9145
0,"A",87412
0,"A",20153
0,"A",1976
0,"A",35206
0,"A",35961
0,"A",49323
0,"A",58188
0,"A",43111
1,"A",13514
0,"A",15948
1,"A",2570
0,"A",2720
0,"A",50273
0,"A",12127
1,"A",51944
0,"A",74902
0,"A",37633
0,"A",14413
0,"A",62901
0,"A",98909
0,"A",734
0,"A",93428
0,"A",39092
0,"A",47480
0,"A",89939
0,"A",83043
0,"A",77443
0,"A",54279
0,"A",15772
0,"A",75478
0,"A",2936
0,"A",42781
0,"A",6235
0,"A",77175
0,"A",62278
0,"A",55375
0,"A",45169
0,"A",5218
0,"A",82853
0,"A",52833
0,"A",43709
0,"A",82171
0,"A",96658
0,"A",63933
0,"A",37463
0,"A",62200
0,"A",37397
0,"A",17436
0,"A",99114
0,"A",79798
0,"A",28283
0,"A",23742
0,"A",221
0,"A",39883
0,"A",11850
0,"A",54830
0,"A",28436
0,"A",46298
0,"A",55530
0,"A",5552
0,"A",46285
0,"A",20199
0,"A",63885
0,"A",38045
0,"A",94741
0,"A",82160
0,"A",53819
0,"A",84509
0,"A",24560
1,"A",43716
0,"A",91994
0,"A",71985
0,"A",76880
0,"A",13594
0,"A",78151
0,"A",96432
0,"A",11179
0,"A",11741
0,"A",63981
0,"A",2195
0,"A",14669
0,"A",68831
0,"A",70314
0,"A",958
0,"A",58053
0,"A",56885
0,"A",97949
0,"A",63442
0,"A",52742
0,"A",40224
0,"A",97618
0,"A",99864
0,"A",56891
0,"A",95020
0,"A",92436
0,"A",12271
0,"A",51887
0,"A",121
0,"A",31206
0,"A",36498
0,"A",97181
0,"A",60492
0,"A",72340
0,"A",72892
0,"A",55841
0,"A",4086
0,"A",1794
0,"A",61524
0,"A",1495
0,"A",11389
0,"A",78760
0,"A",41777
0,"A",18855
0,"A",23117
0,"A",1550
0,"A",77440
0,"A",21950
0,"A",30431
0,"A",25172
0,"A",71871
0,"A",22450
0,"A",97820
0,"A",66940
1,"A",68885
0,"A",22218
0,"A",38733
0,"A",99830
0,"A",14474
0,"A",18725
0,"A",61386
0,"A",5741
0,"A",21542
0,"A",30433
1,"A",57368
0,"A",62278
0,"A",86382
0,"A",92650
0,"A",45898
0,"A",86341
0,"A",17329
0,"A",3783
0,"A",23163
1,"A",37323
0,"A",10641
0,"A",20176
0,"A",82545
0,"A",7627
0,"A",3320
0,"A",40930
0,"A",55035
0,"A",75902
0,"A",52914
0,"A",12649
0,"A",98390
1,"A",4734
0,"A",49698
0,"A",96200
0,"A",50342
0,"A",87479
0,"A",8252
0,"A",92351
0,"A",98883
0,"A",24202
0,"A",79050
0,"A",5676
0,"A",52994
0,"A",78585
0,"A",35334
0,"A",498
0,"A",10684
0,"A",2053
0,"A",81847
0,"A",92709
0,"A",86667
0,"A",34711
0,"A",18005
0,"A",85690
0,"A",17787
0,"A",12679
0,"A",33291
0,"A",17002
0,"A",60218
0,"A",64962
0,"A",84224
0,"A",13296
0,"A",93334
0,"A",83743
0,"A",5641
0,"A",60557
0,"A",5322
0,"A",22112
0,"A",73779
1,"A",95193
0,"A",34791
0,"A",92699
0,"A",55161
0,"A",42933
0,"A",8716
0,"A",20267
0,"A",14883
0,"A",57971
0,"A",19667
1,"A",99787
0,"A",41279
0,"A",22646
0,"A",67850
0,"A",81413
0,"A",22429
0,"A",72066
0,"A",97815
0,"A",18013
0,"A",43431
0,"A",28005
1,"A",30051
0,"A",91086
0,"A",99120
0,"A",70391
0,"A",60723
0,"A",65714
0,"A",15052
0,"A",71726
0,"A",19812
0,"A",85055
0,"A",58672
0,"A",73575
0,"A",96771
1,"A",72409
0,"A",82512
0,"A",38720
0,"A",16964
1,"A",64087
0,"A",90621
0,"A",31033
0,"A",1000
0,"A",20719
0,"A",99624
0,"A",7380
0,"A",84378
0,"A",94644
0,"A",86739
0,"A",24751
0,"A",25877
0,"A",25425
0,"A",85939
0,"A",47097
0,"A",55847
0,"A",16154
0,"A",14821
0,"A",17711
0,"A",1539
0,"A",15797
0,"A",38988
0,"A",95581
0,"A",65563
0,"A",1364
0,"A",34147
0,"A",53521
0,"A",69517
0,"A",20586
0,"A",81143
0,"A",97528
0,"A",29544
0,"A",10704
0,"A",22680
0,"A",61064
0,"A",17629
0,"A",62889
0,"A",4294
0,"A",43873
0,"A",43736
1,"A",7679
0,"A",57694
0,"A",37547
0,"A",18526
0,"A",56391
0,"A",2415
0,"A",51266
1,"A",83144
0,"A",53772
0,"A",31292
1,"A",78348
0,"A",6565
0,"A",18083
0,"A",23962
0,"A",47137
0,"A",76670
0,"A",95107
0,"A",29984
0,"A",52868
0,"A",66181
0,"A",54581
0,"A",19769
0,"A",47541
0,"A",30386
0,"A",69903
0,"A",43334
0,"A",52113
1,"A",90526
0,"A",65077
0,"A",78885
0,"A",96964
0,"A",537
0,"A",38468
0,"A",19121
0,"A",53817
0,"A",79797
0,"A",53331
0,"A",62256
0,"A",25311
0,"A",48976
0,"A",74544
0,"A",61920
0,"A",86979
0,"A",37951
0,"A",43848
0,"A",54783
0,"A",38422
0,"A",54874
0,"A",31533
0,"A",20861
0,"A",50250
0,"A",9236
0,"A",87911
0,"A",30357
0,"A",62246
0,"A",48762
0,"A",59080
0,"A",1401
0,"A",52040
0,"A",23784
0,"A",97340
0,"A",1464
0,"A",83854
0,"A",45885
0,"A",13946
0,"A",51802
0,"A",32684
0,"A",94224
0,"A",15263
0,"A",43640
0,"A",37781
0,"A",36627
0,"A",41897
1,"A",53589
0,"A",81032
0,"A",73834
0,"A",98361
0,"A",70814
0,"A",64699
0,"A",31054
0,"A",95655
0,"A",38512
0,"A",55790
0,"A",40024
1,"A",38571
0,"A",39739
0,"A",92611
0,"A",61034
0,"A",5309
0,"A",31245
0,"A",41035
0,"A",36601
0,"A",17682
0,"A",61550
0,"A",77910
0,"A",28861
0,"A",43214
1,"A",3830
0,"A",15043
0,"A",52619
0,"A",28866
0,"A",63019
0,"A",11227
0,"A",35713
0,"A",26045
