instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
10358,3/12/2012,1,1,3,16,0,1,1,1,0.62,0.6212,0.35,0.4478,77,255,332
10359,3/12/2012,1,1,3,17,0,1,1,2,0.62,0.6212,0.38,0.4179,87,557,644
10360,3/12/2012,1,1,3,18,0,1,1,2,0.6,0.6212,0.43,0.194,89,623,712
10361,3/12/2012,1,1,3,19,0,1,1,2,0.56,0.5303,0.49,0.2239,67,379,446
10362,3/12/2012,1,1,3,20,0,1,1,2,0.56,0.5303,0.49,0.2239,49,237,286
10363,3/12/2012,1,1,3,21,0,1,1,2,0.54,0.5152,0.56,0.2239,22,183,205
10364,3/12/2012,1,1,3,22,0,1,1,2,0.56,0.5303,0.56,0.2239,17,116,133
10365,3/12/2012,1,1,3,23,0,1,1,1,0.56,0.5303,0.56,0.2239,10,53,63
10366,3/13/2012,1,1,3,0,0,2,1,2,0.56,0.5303,0.52,0.194,5,21,26
10367,3/13/2012,1,1,3,1,0,2,1,2,0.52,0.5,0.59,0.2239,2,14,16
10368,3/13/2012,1,1,3,2,0,2,1,3,0.52,0.5,0.72,0.2985,0,1,1
10369,3/13/2012,1,1,3,3,0,2,1,3,0.52,0.5,0.72,0.2985,0,2,2
10370,3/13/2012,1,1,3,4,0,2,1,2,0.46,0.4545,0.82,0.194,0,1,1
10371,3/13/2012,1,1,3,5,0,2,1,2,0.46,0.4545,0.82,0.194,0,24,24
10372,3/13/2012,1,1,3,6,0,2,1,3,0.46,0.4545,0.82,0.194,5,108,113
10373,3/13/2012,1,1,3,7,0,2,1,2,0.46,0.4545,0.82,0.2836,16,292,308
10374,3/13/2012,1,1,3,8,0,2,1,1,0.46,0.4545,0.82,0.2836,22,571,593
10375,3/13/2012,1,1,3,9,0,2,1,1,0.48,0.4697,0.82,0.2836,18,324,342
10376,3/13/2012,1,1,3,10,0,2,1,1,0.52,0.5,0.77,0.2239,28,115,143
10377,3/13/2012,1,1,3,11,0,2,1,1,0.54,0.5152,0.73,0.2836,64,155,219
10378,3/13/2012,1,1,3,12,0,2,1,1,0.6,0.6061,0.6,0.2836,47,197,244
10379,3/13/2012,1,1,3,13,0,2,1,1,0.6,0.6061,0.6,0.3881,53,180,233
10380,3/13/2012,1,1,3,14,0,2,1,1,0.64,0.6212,0.53,0.3284,52,160,212
10381,3/13/2012,1,1,3,15,0,2,1,1,0.7,0.6364,0.39,0.2239,68,196,264
10382,3/13/2012,1,1,3,16,0,2,1,1,0.72,0.6515,0.34,0.3881,53,312,365
10383,3/13/2012,1,1,3,17,0,2,1,1,0.7,0.6364,0.37,0.1045,62,614,676
10384,3/13/2012,1,1,3,18,0,2,1,1,0.7,0.6364,0.34,0.2985,96,638,734
10385,3/13/2012,1,1,3,19,0,2,1,1,0.64,0.6212,0.47,0.2239,50,429,479
10386,3/13/2012,1,1,3,20,0,2,1,1,0.6,0.6212,0.49,0.1642,45,306,351
10387,3/13/2012,1,1,3,21,0,2,1,1,0.58,0.5455,0.56,0.1045,44,200,244
10388,3/13/2012,1,1,3,22,0,2,1,1,0.56,0.5303,0.6,0.0896,24,146,170
10389,3/13/2012,1,1,3,23,0,2,1,1,0.56,0.5303,0.56,0.1343,8,79,87
10390,3/14/2012,1,1,3,0,0,3,1,1,0.54,0.5152,0.6,0.1045,5,34,39
10391,3/14/2012,1,1,3,1,0,3,1,1,0.52,0.5,0.63,0.0896,2,25,27
10392,3/14/2012,1,1,3,2,0,3,1,1,0.5,0.4848,0.68,0.194,0,2,2
10393,3/14/2012,1,1,3,3,0,3,1,1,0.48,0.4697,0.72,0.194,1,3,4
10394,3/14/2012,1,1,3,4,0,3,1,1,0.48,0.4697,0.67,0.0896,1,4,5
10395,3/14/2012,1,1,3,5,0,3,1,1,0.44,0.4394,0.82,0.1343,2,25,27
10396,3/14/2012,1,1,3,6,0,3,1,1,0.44,0.4394,0.82,0.0896,1,120,121
10397,3/14/2012,1,1,3,7,0,3,1,1,0.44,0.4394,0.82,0.1045,20,348,368
10398,3/14/2012,1,1,3,8,0,3,1,1,0.44,0.4394,0.82,0,34,628,662
10399,3/14/2012,1,1,3,9,0,3,1,1,0.52,0.5,0.68,0,26,325,351
10400,3/14/2012,1,1,3,10,0,3,1,1,0.56,0.5303,0.56,0.1045,38,150,188
10401,3/14/2012,1,1,3,11,0,3,1,2,0.62,0.6212,0.41,0.1642,65,155,220
10402,3/14/2012,1,1,3,12,0,3,1,2,0.64,0.6212,0.29,0,55,212,267
10403,3/14/2012,1,1,3,13,0,3,1,1,0.66,0.6212,0.27,0.2239,57,197,254
10404,3/14/2012,1,1,3,14,0,3,1,1,0.7,0.6364,0.23,0.3284,61,163,224
10405,3/14/2012,1,1,3,15,0,3,1,1,0.7,0.6364,0.24,0,86,197,283
10406,3/14/2012,1,1,3,16,0,3,1,1,0.72,0.6364,0.25,0.194,78,278,356
10407,3/14/2012,1,1,3,17,0,3,1,1,0.7,0.6364,0.28,0.0896,140,642,782
10408,3/14/2012,1,1,3,18,0,3,1,1,0.7,0.6364,0.32,0,102,647,749
10409,3/14/2012,1,1,3,19,0,3,1,1,0.64,0.6212,0.33,0.1642,70,402,472
10410,3/14/2012,1,1,3,20,0,3,1,1,0.62,0.6212,0.35,0.1045,44,286,330
10411,3/14/2012,1,1,3,21,0,3,1,1,0.6,0.6212,0.4,0.0896,47,241,288
10412,3/14/2012,1,1,3,22,0,3,1,1,0.52,0.5,0.55,0.1343,43,159,202
10413,3/14/2012,1,1,3,23,0,3,1,1,0.56,0.5303,0.43,0.1642,19,72,91
10414,3/15/2012,1,1,3,0,0,4,1,1,0.54,0.5152,0.49,0.1343,14,46,60
10415,3/15/2012,1,1,3,1,0,4,1,1,0.5,0.4848,0.59,0.1045,15,8,23
10416,3/15/2012,1,1,3,2,0,4,1,1,0.5,0.4848,0.59,0,14,5,19
10417,3/15/2012,1,1,3,3,0,4,1,1,0.5,0.4848,0.63,0,0,7,7
10418,3/15/2012,1,1,3,4,0,4,1,1,0.44,0.4394,0.77,0.1045,11,3,14
10419,3/15/2012,1,1,3,5,0,4,1,1,0.46,0.4545,0.67,0,2,24,26
10420,3/15/2012,1,1,3,6,0,4,1,1,0.44,0.4394,0.72,0.0896,4,113,117
10421,3/15/2012,1,1,3,7,0,4,1,1,0.44,0.4394,0.72,0.0896,14,367,381
10422,3/15/2012,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.1045,21,602,623
10423,3/15/2012,1,1,3,9,0,4,1,1,0.48,0.4697,0.77,0.0896,30,285,315
10424,3/15/2012,1,1,3,10,0,4,1,1,0.52,0.5,0.68,0.1045,34,130,164
10425,3/15/2012,1,1,3,11,0,4,1,1,0.56,0.5303,0.6,0.1343,60,151,211
10426,3/15/2012,1,1,3,12,0,4,1,2,0.62,0.6212,0.5,0.1343,59,206,265
10427,3/15/2012,1,1,3,13,0,4,1,2,0.66,0.6212,0.41,0.0896,62,211,273
10428,3/15/2012,1,1,3,14,0,4,1,2,0.72,0.6515,0.3,0.1045,81,177,258
10429,3/15/2012,1,1,3,15,0,4,1,1,0.72,0.6515,0.32,0.2239,100,187,287
10430,3/15/2012,1,1,3,16,0,4,1,1,0.72,0.6515,0.37,0.3881,95,331,426
10431,3/15/2012,1,1,3,17,0,4,1,1,0.7,0.6364,0.39,0.2537,79,634,713
10432,3/15/2012,1,1,3,18,0,4,1,1,0.66,0.6212,0.44,0.2836,98,648,746
10433,3/15/2012,1,1,3,19,0,4,1,2,0.64,0.6212,0.5,0.194,72,353,425
10434,3/15/2012,1,1,3,20,0,4,1,2,0.58,0.5455,0.6,0.3582,60,270,330
10435,3/15/2012,1,1,3,21,0,4,1,1,0.54,0.5152,0.68,0.2836,36,207,243
10436,3/15/2012,1,1,3,22,0,4,1,1,0.52,0.5,0.68,0.1343,32,137,169
10437,3/15/2012,1,1,3,23,0,4,1,1,0.48,0.4697,0.72,0.194,12,85,97
10438,3/16/2012,1,1,3,0,0,5,1,1,0.44,0.4394,0.77,0.2537,8,49,57
10439,3/16/2012,1,1,3,1,0,5,1,2,0.42,0.4242,0.82,0.3284,4,22,26
10440,3/16/2012,1,1,3,2,0,5,1,2,0.42,0.4242,0.82,0.194,0,4,4
10441,3/16/2012,1,1,3,3,0,5,1,2,0.4,0.4091,0.87,0.2836,0,3,3
10442,3/16/2012,1,1,3,4,0,5,1,2,0.4,0.4091,0.87,0.2537,0,3,3
10443,3/16/2012,1,1,3,5,0,5,1,2,0.4,0.4091,0.87,0.2239,2,30,32
10444,3/16/2012,1,1,3,6,0,5,1,2,0.4,0.4091,0.87,0.1642,3,96,99
10445,3/16/2012,1,1,3,7,0,5,1,2,0.4,0.4091,0.87,0.194,13,265,278
10446,3/16/2012,1,1,3,8,0,5,1,2,0.4,0.4091,0.87,0.2239,28,534,562
10447,3/16/2012,1,1,3,9,0,5,1,2,0.42,0.4242,0.82,0,35,277,312
10448,3/16/2012,1,1,3,10,0,5,1,2,0.4,0.4091,0.87,0.0896,44,136,180
10449,3/16/2012,1,1,3,11,0,5,1,2,0.44,0.4394,0.77,0,40,167,207
10450,3/16/2012,1,1,3,12,0,5,1,2,0.44,0.4394,0.82,0.1343,72,222,294
10451,3/16/2012,1,1,3,13,0,5,1,2,0.46,0.4545,0.77,0.0896,52,208,260
10452,3/16/2012,1,1,3,14,0,5,1,2,0.48,0.4697,0.72,0,56,146,202
10453,3/16/2012,1,1,3,15,0,5,1,3,0.46,0.4545,0.82,0.1045,19,88,107
10454,3/16/2012,1,1,3,16,0,5,1,3,0.48,0.4697,0.77,0,18,111,129
10455,3/16/2012,1,1,3,17,0,5,1,3,0.48,0.4697,0.82,0.0896,23,235,258
10456,3/16/2012,1,1,3,18,0,5,1,3,0.48,0.4697,0.82,0.0896,31,377,408
10457,3/16/2012,1,1,3,19,0,5,1,2,0.46,0.4545,0.88,0,23,273,296
10458,3/16/2012,1,1,3,20,0,5,1,1,0.46,0.4545,0.88,0,31,204,235
10459,3/16/2012,1,1,3,21,0,5,1,2,0.44,0.4394,0.94,0,8,144,152
10460,3/16/2012,1,1,3,22,0,5,1,2,0.44,0.4394,0.94,0,16,132,148
10461,3/16/2012,1,1,3,23,0,5,1,2,0.44,0.4394,0.94,0,22,104,126
10462,3/17/2012,1,1,3,0,0,6,0,2,0.44,0.4394,0.94,0.0896,13,87,100
10463,3/17/2012,1,1,3,1,0,6,0,2,0.44,0.4394,0.94,0,12,57,69
10464,3/17/2012,1,1,3,2,0,6,0,2,0.44,0.4394,0.88,0,10,32,42
10465,3/17/2012,1,1,3,3,0,6,0,2,0.44,0.4394,0.88,0,2,24,26
10466,3/17/2012,1,1,3,4,0,6,0,2,0.42,0.4242,0.94,0,0,2,2
10467,3/17/2012,1,1,3,5,0,6,0,2,0.42,0.4242,0.94,0.0896,5,3,8
10468,3/17/2012,1,1,3,6,0,6,0,2,0.42,0.4242,0.94,0.194,1,29,30
10469,3/17/2012,1,1,3,7,0,6,0,2,0.4,0.4091,1,0.1343,29,57,86
10470,3/17/2012,1,1,3,8,0,6,0,2,0.42,0.4242,0.94,0.1045,63,155,218
10471,3/17/2012,1,1,3,9,0,6,0,2,0.44,0.4394,0.88,0.0896,104,217,321
10472,3/17/2012,1,1,3,10,0,6,0,2,0.5,0.4848,0.77,0.0896,140,303,443
10473,3/17/2012,1,1,3,11,0,6,0,2,0.52,0.5,0.77,0.1343,226,359,585
10474,3/17/2012,1,1,3,12,0,6,0,1,0.56,0.5303,0.68,0.1642,286,365,651
10475,3/17/2012,1,1,3,13,0,6,0,1,0.6,0.6061,0.6,0.1045,286,400,686
10476,3/17/2012,1,1,3,14,0,6,0,1,0.62,0.6212,0.53,0.0896,352,338,690
10477,3/17/2012,1,1,3,15,0,6,0,1,0.64,0.6212,0.53,0.1343,357,322,679
10478,3/17/2012,1,1,3,16,0,6,0,1,0.64,0.6212,0.5,0,367,318,685
10479,3/17/2012,1,1,3,17,0,6,0,1,0.64,0.6212,0.5,0.1343,291,357,648
10480,3/17/2012,1,1,3,18,0,6,0,1,0.62,0.6212,0.57,0.2985,221,339,560
10481,3/17/2012,1,1,3,19,0,6,0,1,0.58,0.5455,0.64,0.2836,155,262,417
10482,3/17/2012,1,1,3,20,0,6,0,1,0.56,0.5303,0.64,0.194,89,182,271
10483,3/17/2012,1,1,3,21,0,6,0,1,0.54,0.5152,0.68,0.1642,54,169,223
10484,3/17/2012,1,1,3,22,0,6,0,1,0.54,0.5152,0.68,0,58,153,211
10485,3/17/2012,1,1,3,23,0,6,0,1,0.5,0.4848,0.77,0.1642,34,151,185
10486,3/18/2012,1,1,3,0,0,0,0,1,0.46,0.4545,0.88,0.194,27,80,107
10487,3/18/2012,1,1,3,1,0,0,0,1,0.46,0.4545,0.82,0.1343,25,88,113
10488,3/18/2012,1,1,3,2,0,0,0,2,0.46,0.4545,0.82,0.1045,15,41,56
10489,3/18/2012,1,1,3,3,0,0,0,2,0.44,0.4394,0.88,0.1343,3,15,18
10490,3/18/2012,1,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.1642,6,8,14
10491,3/18/2012,1,1,3,5,0,0,0,2,0.4,0.4091,0.94,0.1045,0,6,6
10492,3/18/2012,1,1,3,6,0,0,0,2,0.4,0.4091,0.94,0.1045,2,9,11
10493,3/18/2012,1,1,3,7,0,0,0,3,0.42,0.4242,0.88,0.1642,17,25,42
10494,3/18/2012,1,1,3,8,0,0,0,2,0.42,0.4242,0.88,0.1045,25,71,96
10495,3/18/2012,1,1,3,9,0,0,0,2,0.42,0.4242,0.88,0.0896,65,113,178
10496,3/18/2012,1,1,3,10,0,0,0,2,0.42,0.4242,0.88,0.1045,139,212,351
10497,3/18/2012,1,1,3,11,0,0,0,2,0.44,0.4394,0.82,0.1642,129,239,368
10498,3/18/2012,1,1,3,12,0,0,0,2,0.44,0.4394,0.88,0.1343,222,281,503
10499,3/18/2012,1,1,3,13,0,0,0,2,0.46,0.4545,0.82,0.1642,198,346,544
10500,3/18/2012,1,1,3,14,0,0,0,2,0.5,0.4848,0.77,0.0896,218,303,521
10501,3/18/2012,1,1,3,15,0,0,0,1,0.54,0.5152,0.68,0.0896,240,314,554
10502,3/18/2012,1,1,3,16,0,0,0,1,0.54,0.5152,0.73,0.0896,229,312,541
10503,3/18/2012,1,1,3,17,0,0,0,1,0.56,0.5303,0.64,0.0896,233,308,541
10504,3/18/2012,1,1,3,18,0,0,0,1,0.56,0.5303,0.64,0.1642,165,294,459
10505,3/18/2012,1,1,3,19,0,0,0,1,0.56,0.5303,0.64,0.1642,118,234,352
10506,3/18/2012,1,1,3,20,0,0,0,1,0.52,0.5,0.77,0.1343,59,139,198
10507,3/18/2012,1,1,3,21,0,0,0,1,0.52,0.5,0.72,0.0896,44,129,173
10508,3/18/2012,1,1,3,22,0,0,0,1,0.5,0.4848,0.77,0.1045,21,79,100
10509,3/18/2012,1,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1642,7,39,46
10510,3/19/2012,1,1,3,0,0,1,1,1,0.48,0.4697,0.82,0.1045,4,19,23
10511,3/19/2012,1,1,3,1,0,1,1,1,0.46,0.4545,0.88,0.1045,0,15,15
10512,3/19/2012,1,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.1642,1,7,8
10513,3/19/2012,1,1,3,3,0,1,1,1,0.46,0.4545,0.88,0.0896,0,2,2
10514,3/19/2012,1,1,3,4,0,1,1,1,0.44,0.4394,0.94,0,0,3,3
10515,3/19/2012,1,1,3,5,0,1,1,1,0.44,0.4394,0.94,0,0,31,31
10516,3/19/2012,1,1,3,6,0,1,1,1,0.46,0.4545,0.88,0.1343,2,118,120
10517,3/19/2012,1,1,3,7,0,1,1,1,0.46,0.4545,0.88,0.194,25,329,354
10518,3/19/2012,1,1,3,8,0,1,1,1,0.46,0.4545,0.88,0.1045,16,563,579
10519,3/19/2012,1,1,3,9,0,1,1,1,0.5,0.4848,0.72,0.1642,55,276,331
10520,3/19/2012,1,1,3,10,0,1,1,1,0.52,0.5,0.72,0.1343,56,128,184
10521,3/19/2012,1,1,3,11,0,1,1,1,0.56,0.5303,0.68,0.1642,56,145,201
10522,3/19/2012,1,1,3,12,0,1,1,1,0.6,0.6061,0.64,0.2537,71,211,282
10523,3/19/2012,1,1,3,13,0,1,1,1,0.62,0.6061,0.61,0.2537,69,194,263
10524,3/19/2012,1,1,3,14,0,1,1,2,0.64,0.6212,0.57,0.194,60,200,260
10525,3/19/2012,1,1,3,15,0,1,1,1,0.64,0.6212,0.57,0.2239,97,189,286
10526,3/19/2012,1,1,3,16,0,1,1,1,0.66,0.6212,0.5,0.2239,65,320,385
10527,3/19/2012,1,1,3,17,0,1,1,1,0.64,0.6212,0.53,0.2239,106,615,721
10528,3/19/2012,1,1,3,18,0,1,1,1,0.64,0.6212,0.57,0.2537,120,681,801
10529,3/19/2012,1,1,3,19,0,1,1,1,0.62,0.6061,0.61,0.2239,86,463,549
10530,3/19/2012,1,1,3,20,0,1,1,1,0.6,0.6061,0.64,0.2239,34,296,330
10531,3/19/2012,1,1,3,21,0,1,1,1,0.6,0.6061,0.64,0.1642,33,190,223
10532,3/19/2012,1,1,3,22,0,1,1,2,0.56,0.5303,0.73,0.1642,17,131,148
10533,3/19/2012,1,1,3,23,0,1,1,2,0.56,0.5303,0.78,0.1343,9,45,54
10534,3/20/2012,1,1,3,0,0,2,1,2,0.56,0.5303,0.78,0.0896,5,24,29
10535,3/20/2012,1,1,3,1,0,2,1,1,0.54,0.5152,0.88,0,6,9,15
10536,3/20/2012,1,1,3,2,0,2,1,1,0.54,0.5152,0.88,0.0896,2,8,10
10537,3/20/2012,1,1,3,3,0,2,1,2,0.54,0.5152,0.88,0,0,3,3
10538,3/20/2012,1,1,3,4,0,2,1,2,0.52,0.5,0.88,0.1343,0,6,6
10539,3/20/2012,1,1,3,5,0,2,1,2,0.52,0.5,0.94,0,0,20,20
10540,3/20/2012,1,1,3,6,0,2,1,2,0.52,0.5,0.94,0.1642,6,94,100
10541,3/20/2012,1,1,3,7,0,2,1,3,0.52,0.5,0.94,0.2239,3,167,170
10542,3/20/2012,1,1,3,8,0,2,1,2,0.52,0.5,0.88,0.1045,28,488,516
10543,3/20/2012,1,1,3,9,0,2,1,2,0.54,0.5152,0.88,0.1642,41,284,325
10544,3/20/2012,1,1,3,10,0,2,1,1,0.54,0.5152,0.88,0.194,44,119,163
10545,3/20/2012,1,1,3,11,0,2,1,1,0.58,0.5455,0.83,0.1343,74,156,230
10546,3/20/2012,1,1,3,12,0,2,1,1,0.6,0.5758,0.78,0.2537,56,205,261
10547,3/20/2012,1,1,3,13,0,2,1,1,0.6,0.5758,0.78,0.194,77,207,284
10548,3/20/2012,1,1,3,14,0,2,1,2,0.6,0.5909,0.73,0.1642,66,182,248
10549,3/20/2012,1,1,3,15,0,2,1,2,0.62,0.6061,0.69,0.1045,67,177,244
10550,3/20/2012,1,1,3,16,0,2,1,1,0.62,0.6061,0.66,0.2239,99,332,431
10551,3/20/2012,1,1,3,17,0,2,1,1,0.6,0.5909,0.73,0.194,108,642,750
10552,3/20/2012,1,1,3,18,0,2,1,1,0.6,0.5909,0.69,0.2537,136,665,801
10553,3/20/2012,1,1,3,19,0,2,1,1,0.58,0.5455,0.73,0.1343,75,480,555
10554,3/20/2012,1,1,3,20,0,2,1,1,0.58,0.5455,0.68,0.0896,78,299,377
10555,3/20/2012,1,1,3,21,0,2,1,1,0.56,0.5303,0.73,0,38,239,277
10556,3/20/2012,1,1,3,22,0,2,1,1,0.54,0.5152,0.77,0,32,156,188
10557,3/20/2012,1,1,3,23,0,2,1,1,0.52,0.5,0.83,0,10,80,90
10558,3/21/2012,2,1,3,0,0,3,1,1,0.52,0.5,0.88,0,4,29,33
10559,3/21/2012,2,1,3,1,0,3,1,1,0.52,0.5,0.83,0.0896,4,22,26
10560,3/21/2012,2,1,3,2,0,3,1,1,0.5,0.4848,0.88,0.1343,2,8,10
10561,3/21/2012,2,1,3,3,0,3,1,2,0.5,0.4848,0.88,0.194,1,7,8
10562,3/21/2012,2,1,3,4,0,3,1,2,0.5,0.4848,0.88,0.1343,0,4,4
10563,3/21/2012,2,1,3,5,0,3,1,2,0.5,0.4848,0.88,0.1343,4,35,39
10564,3/21/2012,2,1,3,6,0,3,1,2,0.48,0.4697,0.94,0.2239,10,139,149
10565,3/21/2012,2,1,3,7,0,3,1,3,0.48,0.4697,0.94,0.194,34,338,372
10566,3/21/2012,2,1,3,8,0,3,1,3,0.48,0.4697,0.94,0.1045,33,502,535
10567,3/21/2012,2,1,3,9,0,3,1,2,0.5,0.4848,0.88,0.1642,38,255,293
10568,3/21/2012,2,1,3,10,0,3,1,2,0.52,0.5,0.83,0.1642,30,124,154
10569,3/21/2012,2,1,3,11,0,3,1,2,0.52,0.5,0.83,0.1642,38,154,192
10570,3/21/2012,2,1,3,12,0,3,1,2,0.54,0.5152,0.77,0,58,171,229
10571,3/21/2012,2,1,3,13,0,3,1,2,0.54,0.5152,0.83,0,81,222,303
10572,3/21/2012,2,1,3,14,0,3,1,2,0.56,0.5303,0.78,0,74,151,225
10573,3/21/2012,2,1,3,15,0,3,1,2,0.56,0.5303,0.78,0,68,175,243
10574,3/21/2012,2,1,3,16,0,3,1,1,0.58,0.5455,0.73,0,91,287,378
10575,3/21/2012,2,1,3,17,0,3,1,1,0.6,0.5909,0.69,0.0896,113,616,729
10576,3/21/2012,2,1,3,18,0,3,1,1,0.6,0.5909,0.69,0,152,627,779
10577,3/21/2012,2,1,3,19,0,3,1,1,0.6,0.6061,0.64,0,86,496,582
10578,3/21/2012,2,1,3,20,0,3,1,1,0.56,0.5303,0.78,0.0896,76,298,374
10579,3/21/2012,2,1,3,21,0,3,1,1,0.54,0.5152,0.83,0.1045,47,204,251
10580,3/21/2012,2,1,3,22,0,3,1,1,0.52,0.5,0.83,0.1642,41,156,197
10581,3/21/2012,2,1,3,23,0,3,1,1,0.54,0.5152,0.77,0,37,88,125
10582,3/22/2012,2,1,3,0,0,4,1,1,0.52,0.5,0.83,0.0896,9,32,41
10583,3/22/2012,2,1,3,1,0,4,1,1,0.52,0.5,0.83,0.0896,14,16,30
10584,3/22/2012,2,1,3,2,0,4,1,1,0.52,0.5,0.83,0.0896,1,5,6
10585,3/22/2012,2,1,3,3,0,4,1,1,0.52,0.5,0.83,0.0896,0,7,7
10586,3/22/2012,2,1,3,4,0,4,1,2,0.48,0.4697,1,0.0896,0,6,6
10587,3/22/2012,2,1,3,5,0,4,1,2,0.48,0.4697,1,0.0896,2,32,34
10588,3/22/2012,2,1,3,6,0,4,1,2,0.48,0.4697,1,0.0896,10,126,136
10589,3/22/2012,2,1,3,7,0,4,1,2,0.48,0.4697,1,0.0896,29,332,361
10590,3/22/2012,2,1,3,8,0,4,1,2,0.5,0.4848,0.94,0.0896,51,598,649
10591,3/22/2012,2,1,3,9,0,4,1,2,0.5,0.4848,0.94,0.0896,41,277,318
10592,3/22/2012,2,1,3,10,0,4,1,2,0.5,0.4848,1,0.0896,32,110,142
10593,3/22/2012,2,1,3,11,0,4,1,2,0.52,0.5,0.94,0,53,166,219
10594,3/22/2012,2,1,3,12,0,4,1,2,0.54,0.5152,0.88,0.194,48,224,272
10595,3/22/2012,2,1,3,13,0,4,1,1,0.58,0.5455,0.78,0.0896,83,215,298
10596,3/22/2012,2,1,3,14,0,4,1,1,0.6,0.5909,0.73,0.1045,96,161,257
10597,3/22/2012,2,1,3,15,0,4,1,1,0.62,0.6061,0.69,0.194,102,202,304
10598,3/22/2012,2,1,3,16,0,4,1,1,0.64,0.6061,0.65,0.194,125,300,425
10599,3/22/2012,2,1,3,17,0,4,1,1,0.66,0.6212,0.65,0.1642,154,656,810
10600,3/22/2012,2,1,3,18,0,4,1,1,0.66,0.6212,0.65,0.1642,147,654,801
10601,3/22/2012,2,1,3,19,0,4,1,1,0.66,0.6212,0.61,0,117,469,586
10602,3/22/2012,2,1,3,20,0,4,1,1,0.62,0.5909,0.73,0.2836,64,360,424
10603,3/22/2012,2,1,3,21,0,4,1,1,0.58,0.5455,0.78,0.1642,66,308,374
10604,3/22/2012,2,1,3,22,0,4,1,1,0.56,0.5303,0.83,0.194,56,164,220
10605,3/22/2012,2,1,3,23,0,4,1,1,0.56,0.5303,0.83,0.0896,34,117,151
10606,3/23/2012,2,1,3,0,0,5,1,1,0.56,0.5303,0.83,0,30,65,95
10607,3/23/2012,2,1,3,1,0,5,1,1,0.54,0.5152,0.88,0,18,32,50
10608,3/23/2012,2,1,3,2,0,5,1,1,0.54,0.5152,0.88,0.0896,12,20,32
10609,3/23/2012,2,1,3,3,0,5,1,1,0.52,0.5,0.88,0.1045,4,6,10
10610,3/23/2012,2,1,3,4,0,5,1,2,0.5,0.4848,0.94,0.1045,0,3,3
10611,3/23/2012,2,1,3,5,0,5,1,2,0.5,0.4848,0.94,0,5,29,34
10612,3/23/2012,2,1,3,6,0,5,1,2,0.5,0.4848,0.88,0,6,110,116
10613,3/23/2012,2,1,3,7,0,5,1,2,0.5,0.4848,0.93,0.1343,28,318,346
10614,3/23/2012,2,1,3,8,0,5,1,2,0.5,0.4848,0.94,0.1343,47,615,662
10615,3/23/2012,2,1,3,9,0,5,1,2,0.52,0.5,0.9,0.0896,75,305,380
10616,3/23/2012,2,1,3,10,0,5,1,2,0.56,0.5303,0.88,0.1045,125,150,275
10617,3/23/2012,2,1,3,11,0,5,1,2,0.62,0.5909,0.73,0.1045,131,187,318
10618,3/23/2012,2,1,3,12,0,5,1,2,0.66,0.6212,0.61,0.2239,199,272,471
10619,3/23/2012,2,1,3,13,0,5,1,2,0.7,0.6515,0.48,0,172,256,428
10620,3/23/2012,2,1,3,14,0,5,1,2,0.72,0.6515,0.42,0.1045,208,224,432
10621,3/23/2012,2,1,3,15,0,5,1,2,0.72,0.6515,0.42,0.1343,191,281,472
10622,3/23/2012,2,1,3,16,0,5,1,2,0.72,0.6515,0.42,0.1642,219,370,589
10623,3/23/2012,2,1,3,17,0,5,1,2,0.72,0.6515,0.42,0.1642,264,693,957
10624,3/23/2012,2,1,3,18,0,5,1,1,0.7,0.6364,0.45,0.1642,237,593,830
10625,3/23/2012,2,1,3,19,0,5,1,1,0.66,0.6212,0.5,0.194,213,473,686
10626,3/23/2012,2,1,3,20,0,5,1,1,0.66,0.6212,0.47,0.1343,117,328,445
10627,3/23/2012,2,1,3,21,0,5,1,1,0.62,0.6212,0.53,0.1045,64,220,284
10628,3/23/2012,2,1,3,22,0,5,1,1,0.6,0.6061,0.64,0.2836,53,218,271
10629,3/23/2012,2,1,3,23,0,5,1,1,0.6,0.5909,0.69,0.2537,51,125,176
10630,3/24/2012,2,1,3,0,0,6,0,1,0.58,0.5455,0.68,0,45,111,156
10631,3/24/2012,2,1,3,1,0,6,0,1,0.56,0.5303,0.73,0.0896,20,108,128
10632,3/24/2012,2,1,3,2,0,6,0,1,0.54,0.5152,0.77,0.1045,14,55,69
10633,3/24/2012,2,1,3,3,0,6,0,1,0.54,0.5152,0.77,0.1045,10,22,32
10634,3/24/2012,2,1,3,4,0,6,0,1,0.52,0.5,0.83,0.0896,1,6,7
10635,3/24/2012,2,1,3,5,0,6,0,2,0.52,0.5,0.83,0.1642,0,4,4
10636,3/24/2012,2,1,3,6,0,6,0,2,0.52,0.5,0.83,0.1642,4,24,28
10637,3/24/2012,2,1,3,7,0,6,0,2,0.5,0.4848,0.88,0.1343,25,45,70
10638,3/24/2012,2,1,3,8,0,6,0,2,0.5,0.4848,0.94,0.194,41,113,154
10639,3/24/2012,2,1,3,9,0,6,0,2,0.52,0.5,0.83,0.1343,96,153,249
10640,3/24/2012,2,1,3,10,0,6,0,2,0.52,0.5,0.88,0.194,148,197,345
